dates,job-title,summary,pros&cons,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars
" Dec 29, 2017",Current Employee - Technical Support Engineer,Review For ECOX Team,"i am first giving a general company review then i will go specific to ecox team the review is for support engineer no fixed timings,a very flexible work timing, just make sure u attend meetings and complete your work on time with high quality no dress code parties every 3 months high salary brand name working with good people good culture. work life balance is very poor less coding almost none for support engineers oncall inhouse tools almost everything is automated, you won't learn much except about inhouse tools coming specific to ecox, of all the teams i have seen this is the wors",4,1,5,4,4,1
" Jun 22, 2014",Former Employee - Senior Software Development Manager,Tough place to work but a great place to learn,"i spent 10 years at amazon starting from engineer to growing into senior manager. i did software development, program management, product management and even some online marketing. if you get opportunity to get into ground floor of a new initiative or business and are lucky enough that the initiative has executive attention and becomes a business and starts growing it will do wonders for you: 1/ you will learn first hand how businesses develop in online world 2/ you will learn how to operate efficiently (very limited resources people and funding, and many idea makes decision making and product pivoting crucial) 3/ your career will grow fast within the company i have outlined idea scenario that does occur in parts of the company. albeit to lesser and lesser degree as company has grown a lot and become somewhat of a different beast. so if you are looking at the company and are serious about your investment of years there be very sensitive to group you go to. you can land at a group that is bigger and older but if so, perform as well as you can and then you must switch to smaller new business starting group. otherwise you will be one of many who often complain about the company: only ops, hardly get to write lot of code or ground breaking software, too much internal tribal knowledge burnout big group crazy boss driven beaurocracy lastly, amazon is place for those who persevere in times of troubles keep that in mind!. work life balance was worst in my first 4 5 years, it got a lot better in last 2 3 if you are in big group, you will find it hard to get much done big systems with amazon scale of customers are slow sorry thats life if you are in group with syst",4,3,4,4,3,3
" Oct 3, 2016",Current Employee - Anonymous Employee,*Depends on the Team,not mentioned,4,3,4,4,3,4
" Nov 19, 2012",Current Employee - Developer Support Engineer,Best job I ever had!,fantastic culture: fb is moving fast so there are lots of opportunities to work on interesting projects. impact: you get to work on projects that affect millions of people every day! it's hugely rewarding! great facilties. facebook is a fun place to. work load is high so good project/time management skills are a plus!,5,4,5,5,4,5
" Jul 17, 2011",Former Employee - Senior Software Engineer,Great company... but not for life,"average level of engineers is very high. not everyone is a superstar, but there are practically no ""dummies"". lots of interesting technologies to learn. many things have been almost a revelation for me. management is generally competent and caring, . work may be stressful promotion opportunities may be limited you may start to feel strange: highly qualified, competent... and just one ""number"" among others cramped cubicles since about a year ago, switching groups became much more difficult.",3,4,none,4,4.5,4
" Oct 6, 2013",Former Employee - Principal Product Manager,Customer-centric at the expense of employee-centric,not mentioned,2,1,2,3,4,2
" Sep 17, 2016",Current Employee - Software Development Engineer,Excellent Place to Be,not mentioned,5,2,5,5,5,5
" Sep 17, 2016",Current Employee - Software Development Engineer,Excellent Place to Be,not mentioned,5,2,5,5,5,5
" Nov 1, 2015",Current Employee - Anonymous Employee,Good benefits and leaning curve,"you get a sense of your contribution in apple products when you see other people use it. opportunities to learn and experiment things out of your comfort zone. good benefits : 401k match, employee discounts on apple products, espp, rsu.. work pressure could get heavy at times. no free meals, except for dinner post 7pm",4,2,5,4,5,3
" May 17, 2017",Current Employee - Anonymous Employee,"Mostly, a good company to work for!",not mentioned,4,2,3,5,4,1
" Oct 7, 2018",Current Employee - Senior Product Manager,Amazon HQ shines (even when the weather in Luxembourg doesn't),not mentioned,5,4,5,5,5,4
" Oct 29, 2016",Current Employee - Product Manager,Incredible growth opportunity with downsides,"company is on an unstoppable growth trajectory. amazon's business model is incredible, is riding a number of secular trends (ecommerce, cloud, ai), and the stock is a winner. employees are making more money than expected. leadership principles drive a. work/life balance can be a challenge. work demands are high and teams are often too lean. you have to set your own boundaries. even with kind managers, overachievers will feel under water. frugality as a core value goes overboard. if amazon doesn't ha",4,3,4,5,3,4
" Apr 16, 2018",Current Employee - Anonymous Employee,Different and great company,not mentioned,5,3,5,5,5,5
" Nov 13, 2012",Current Employee - Software Engineer,"A fun ride, with lots of opportunities to soar",not mentioned,5,4,5,5,5,5
" Dec 30, 2015",Current Employee - Software Development Engineer,Satisfied,not mentioned,5,3,5,4,4,4
" Aug 6, 2011",Former Employee - Anonymous Employee,Very Disappointing,not mentioned,1,2,none,2.5,4,1.5
" Jan 7, 2015",Former Employee - Senior Operations Manager,A burnout company with unlimited development opportunities,not mentioned,4,1,3,5,5,2
" Aug 18, 2012",Current Employee - Software Engineer,"Amazing experience, great products, fast faced, high pressure but very rewarding",not mentioned,4,2,5,4,4,4
" Aug 1, 2015",Former Employee - Technical Program Manager,Interesting work and great learning experience but terrible work/life balance,not mentioned,3,1,3,3,3,2
" Nov 17, 2017",Current Employee - SDE2,Great Pay with loads and loads of work,not mentioned,3,2,3,5,5,4
" Jun 24, 2011",Current Employee - Design Director,"If you are a great designer, artist, and a very creative person: THIS IS NOT THE PLACE FOR YOU.","excellent medical insurance. employee stock purchase program. flexible time. great 401k. free soda.. working for this company will drain all your creative energy and passion. they don't reward creativity, good ideas, and innovation. instead, any good ideas are put down, so that it will leave room for senior management to gain points. it is almost like",2,2,none,2,2.5,1
" Nov 27, 2012",Current Employee - AHA IOS Advisor,Drink the Koolaid @ Apple.,not mentioned,2,3,4,1,5,3
